           ﻿nama_variabel;nama_variabel_turunan;nama_tahun;nama_turunan_tahun;data_content;nama_item_vertical_variabel
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";0.386;"SULAWESI UTARA"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";0.362;"SULAWESI TENGAH"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";0.426;"SULAWESI SELATAN"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";0.402;"SULAWESI TENGGARA"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";0.419;GORONTALO
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";0.364;"SULAWESI BARAT"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";0.348;MALUKU
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";0.286;"MALUKU UTARA"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";0.373;"PAPUA BARAT"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";0.39;PAPUA
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2016;"Semester 1 (Maret)";0.397;INDONESIA
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.334;ACEH
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.336;"SUMATERA UTARA"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.342;"SUMATERA BARAT"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.364;RIAU
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.361;JAMBI
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.36;"SUMATERA SELATAN"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.376;BENGKULU
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.376;LAMPUNG
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.283;"KEP. BANGKA BELITUNG"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.364;"KEP. RIAU"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.431;"DKI JAKARTA"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.415;"JAWA BARAT"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.382;"JAWA TENGAH"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.433;"DI YOGYAKARTA"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.415;"JAWA TIMUR"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.401;BANTEN
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.377;BALI
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.368;"NUSA TENGGARA BARAT"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.339;"NUSA TENGGARA TIMUR"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.334;"KALIMANTAN BARAT"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.326;"KALIMANTAN TENGAH"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.353;"KALIMANTAN SELATAN"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.316;"KALIMANTAN TIMUR"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.294;"KALIMANTAN UTARA"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.368;"SULAWESI UTARA"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.374;"SULAWESI TENGAH"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.424;"SULAWESI SELATAN"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.399;"SULAWESI TENGGARA"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.42;GORONTALO
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.363;"SULAWESI BARAT"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.34;MALUKU
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.28;"MALUKU UTARA"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.44;"PAPUA BARAT"
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.421;PAPUA
"Gini Ratio Menurut Provinsi dan Daerah";Perkotaan+Perdesaan;2015;"Semester 1 (Maret)";0.408;INDONESIA
